Title,Description,Date
"AIF industry moots relevant fund manager experience for new asset class, not just absolute","Other suggestions include variants of long-short equity like a equity market neutral and global macro strategies. 
",08/17/2024
Buy Eris Lifesciences; target of Rs 1250: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on Eris Lifesciences has recommended buy rating on the stock with a target price of Rs 1250 in its research report dated August 05, 2024. 
",08/17/2024
Buy State Bank of India; target of Rs 960: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on State Bank of India has recommended buy rating on the stock with a target price of Rs 960 in its research report dated August 04, 2024. 
",08/17/2024
Buy Max Healthcare Institute; target of Rs 975: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on Max Healthcare Institute has recommended buy rating on the stock with a target price of Rs 975 in its research report dated August 02, 2024. 
",08/17/2024
"Expect more volatility in Nifty, say F&O experts; heavy put writing at 23,700 strike","The India Volatility Index surged 50.84 percent to 21.6 levels, the highest in 9 years 
",08/17/2024
Accumulate Tata Motors; target of Rs 1254: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Tata Motors with a target price of Rs 1254 in its research report dated August 02, 2024. 
",08/17/2024
Accumulate Nuvoco Vistas Corporation; target of Rs 374: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Nuvoco Vistas Corporation with a target price of Rs 374 in its research report dated August 02, 2024. 
",08/17/2024
Accumulate Mold-tek Packaging; target of Rs 853: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Mold-tek Packaging with a target price of Rs 853 in its research report dated August 02, 2024. 
",08/17/2024
"PSU pack bleeds with Mazagon, RVNL, Cochin Ship plunging up to 8% in market selloff","PSU stocks plunged sharply, in-line with overall market, citing heavy losses in RVNL, IRFC and Mazagon Dock, as US recession worries, Yen's sudden strength and geopolitical tensions triggered a selloff. 
",08/17/2024
Accumulate Titan Company; target of Rs 3958: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Titan Company with a target price of Rs 3958 in its research report dated August 02, 2024. 
",08/17/2024
Accumulate Divi's Laboratories; target of Rs 5000: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Divi's Laboratories with a target price of Rs 5000 in its research report dated August 04, 2024. 
",08/17/2024
The only pocket of green – is the shift towards defensive for real?,"Pharma and consumer goods sectors are witnessing optimism, driven by recovering rural demand and strong domestic growth. On top of that, reasonable valuations and earnings visibility for these sectors are bringing the defensive play back in focus. 
",08/17/2024
Reduce Thermax; target of Rs 4237: Prabhudas Lilladher,"Prabhudas Lilladher recommended reduce rating on Thermax with a target price of Rs 4237 in its research report dated August 05, 2024. 
",08/17/2024
"Agri Picks Report August 05, 2024: Geojit Financial Services","According to Geojit, Farmers across the country have sown kharif crops over 90.5 mln ha as of today, up nearly 3% from a year ago,data from the farm ministry showed. 
",08/17/2024
'Wait and watch' not 'buy on dip' advice experts amid global uncertainty,"Indian markets plunge nearly 4% amid US recession fears and Middle East tensions, prompting experts to advise investors to adopt a cautious wait-and-watch approach rather than buying the dip. 
",08/17/2024
Buy Tube Investments of India; target of Rs 4740: Motilal Oswal,"Motilal Oswal is bullish on Tube Investments of India has recommended buy rating on the stock with a target price of Rs 4740 in its research report dated August 02, 2024. 
",08/17/2024
Neutral UPL; target of Rs 550: Motilal Oswal,"Motilal Oswal recommended Neutral rating on UPL with a target price of Rs 550 in its research report dated August 02, 2024. 
",08/17/2024
Neutral TATA Motors; target of Rs 1025: Motilal Oswal,"Motilal Oswal recommended Neutral rating on TATA Motors with a target price of Rs 1025 in its research report dated August 02, 2024. 
",08/17/2024
Neutral Escorts Kubota; target of Rs 3725: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Escorts Kubota with a target price of Rs 3725 in its research report dated August 02, 2024. 
",08/17/2024
Buy Sun Pharma; target of Rs 1980: Motilal Oswal,"Motilal Oswal is bullish on Sun Pharma has recommended buy rating on the stock with a target price of Rs 1980 in its research report dated August 01, 2024. 
",08/17/2024
Buy State Bank of India; target of Rs 1015: Motilal Oswal,"Motilal Oswal is bullish on State Bank of India has recommended buy rating on the stock with a target price of Rs 1015 in its research report dated August 04, 2024. 
",08/17/2024
Buy Kalyan Jewellers; target of Rs 650: Motilal Oswal,"Motilal Oswal is bullish on Kalyan Jewellers has recommended buy rating on the stock with a target price of Rs 650 in its research report dated August 02, 2024. 
",08/17/2024
Buy ITC; target of Rs 575: Motilal Oswal,"Motilal Oswal is bullish on ITC has recommended buy rating on the stock with a target price of Rs 575 in its research report dated August 02, 2024. 
",08/17/2024
Buy Indostar Capital Finance; target of Rs 290: Motilal Oswal,"Motilal Oswal is bullish on Indostar Capital Finance has recommended buy rating on the stock with a target price of Rs 290 in its research report dated August 01, 2024. 
",08/17/2024
Buy Dabur; target of Rs 750: Motilal Oswal,"Motilal Oswal is bullish on Dabur has recommended buy rating on the stock with a target price of Rs 750 in its research report dated August 01, 2024. 
",08/17/2024
Buy Aditya Birla Capital; target of Rs 270: Motilal Oswal,"Motilal Oswal is bullish on Aditya Birla Capital has recommended buy rating on the stock with a target price of Rs 270 in its research report dated August 02, 2024. 
",08/17/2024
"Ashoka Buildcon shares slip despite emerging as lowest bidder for Rs 1,280 crore projects","Both orders will be executed within 4 years, the company said in a regulatory filing. 
",08/17/2024
Japanese FPIs own shares worth Rs 2.06 lakh crore in India,"Japan’s equity benchmarks slid more than 20% from record highs reached last month as investor confidence crumbled from the surge in the yen, tighter monetary policy 
",08/17/2024
"Nifty, Sensex plunge over 3% amid global sell-off; VIX soars to 9-year high","India VIX, the barometer to assess market anxiety, skyrocketed 52% to 22 on August 5 
",08/17/2024
"India VIX soars amid global market crash; traders rush to buy options, Nifty call build up at 25,500","At 11 am on August 5, India Volatility Index surged 50 percent to 21.78. 
",08/17/2024
Tamilnad Mercantile Bank stock soars on positive Q1 results,"Tamilnad Mercantile Bank has sent four names to the Reserve Bank of India (RBI) for the selection of MD, CEO, and executive director post. 
",08/17/2024
Titan Company: Near-term margin hit; glowing long-term prospects,"Organised jewellery players have huge headroom for growth, helped by the duty cut and favourable regulatory measures 
",08/17/2024
Bharat Forge stock slumps 3.5% amid weak Class-8 truck orders in North America,"Defence-to-auto component supplier Bharat Forge has a strong presence in the Class 8 trucks market in North America, weak sales from the segment weighed heavily on the stock. 
",08/17/2024
Gautam Adani’s $213 bn succession plan puts group stocks in limelight,"Adani Group’s $213 billion succession plan takes center stage as Gautam Adani outlines a strategic leadership transition, setting the stage for his sons and nephews to steer the conglomerate. 
",08/17/2024
Infibeam Avenues shares gain on acquiring stake in Rediff.com India,"Infibeam Avenues Share Price | The company has entered into a definitive agreement for a 54 percent stake in Rediff.com India for cash consideration. 
",08/17/2024
Power Grid Corporation shares fall as it wins bid for inter-state transmission system,"Power Grid Corporation of India Share Price | The project comprises 765kV D/C transmission line interconnecting Bhadla-III & Bikaner-III substations. 
",08/17/2024
Power Mech Projects shares trade lower after company wins order worth Rs 142.50 crore,"Power Mech Projects Share Price | The share price rose 36 percent in the last one-year. 
",08/17/2024
"Nifty, Sensex bled amid weak global cues: Here are 5 factors that soured sentiment","Investors were looking towards the earnings season, the Budget, and the US Federal Reserve to provide further cues to the markets. However, with all of these completed, the markets are lacking any fresh triggers that could drive momentum. 
",08/17/2024
"SBI Q1 FY25 – performance peaks, but risk-reward still favourable","While earnings growth will normalise, the stock upside will be driven by the expansion of the valuation multiple 
",08/17/2024
Sun Pharma: India remains bright spot amid uncertainty over hair loss drug,"The company’s India business grew by more than 10 percent for four consecutive quarters outperforming the India pharma market 
",08/17/2024
"SBI's Q1 earnings beat, stable asset quality impresses analysts; brokerages maintain bullish calls","Analysts remain bullish on SBI after its fiscal first-quarter earnings exceeded estimates, driven by strong loan growth and stable asset quality. 
",08/17/2024
"Closing Bell: Market mayhem: Nifty, Sensex tanks almost 3% on global sell-off","BSE Midcap index shed 3.5 percent and Smallcap index fell 4 percent. 
",08/17/2024
First Tick: Top 10 global cues for today’s trade,"The GIFT Nifty is indicating a gap-down start for the day, tracking weakness across Asian markets. 
",08/17/2024
"Trade Spotlight: How should you trade Rossari Biotech, IEX, Firstsource, GHCL, and others on Monday?","If selling pressure continues in the upcoming sessions, the Nifty 50 may find support at the 24,600-24,500 levels. Here are some trading ideas for the near term: 
",08/17/2024
"Jigar Patel picks Asian Granito India, Borosil Renewables for short term","Given the current conditions, traders are advised to remain cautious and avoid aggressive long positions. 
",08/17/2024
Buy Torrent Pharmaceuticals; target of Rs 3590: Geojit,"Geojit is bullish on Torrent Pharmaceuticals has recommended buy rating on the stock with a target price of Rs 3590 in its research report dated August 01, 2024. 
",08/17/2024
Buy Zomato; target of Rs 300: ICICI Securities,"ICICI Securities is bullish on Zomato has recommended buy rating on the stock with a target price of Rs 300 in its research report dated August 02, 2024. 
",08/17/2024
Buy Tata Steel; target of Rs 200: ICICI Securities,"ICICI Securities is bullish on Tata Steel has recommended buy rating on the stock with a target price of Rs 200 in its research report dated August 02, 2024. 
",08/17/2024
Buy Aditya Birla Capital; target of Rs 270: ICICI Securities,"ICICI Securities is bullish on Aditya Birla Capital has recommended buy rating on the stock with a target price of Rs 270 in its research report dated August 02, 2024. 
",08/17/2024
Buy Zomato; target of Rs 300: Motilal Oswal,"Motilal Oswal is bullish on Zomato has recommended buy rating on the stock with a target price of Rs 300 in its research report dated August 01, 2024. 
",08/17/2024
Buy Prestige Estates Projects; target of Rs 2100: Motilal Oswal,"Motilal Oswal is bullish on Prestige Estates Projects has recommended buy rating on the stock with a target price of Rs 2100 in its research report dated August 01, 2024. 
",08/17/2024
Buy JK Lakshmi Cement; target of Rs 1080: Motilal Oswal,"Motilal Oswal is bullish on JK Lakshmi Cement has recommended buy rating on the stock with a target price of Rs 1080 in its research report dated August 01, 2024. 
",08/17/2024
Buy Five Star Business Finance; target of Rs 950: Motilal Oswal,"Motilal Oswal is bullish on Five Star Business Finance has recommended buy rating on the stock with a target price of Rs 950 in its research report dated August 01, 2024. 
",08/17/2024
Buy Emami; target of Rs 950: Motilal Oswal,"Motilal Oswal is bullish on Emami has recommended buy rating on the stock with a target price of Rs 950 in its research report dated August 01, 2024. 
",08/17/2024
Buy Adani Ports and SEZ; target of Rs 1850: Motilal Oswal,"Motilal Oswal is bullish on Adani Ports and SEZ has recommended buy rating on the stock with a target price of Rs 1850 in its research report dated August 01, 2024. 
",08/17/2024
"Stock Radar: Infosys, SBI, Britannia Industries, Titan, Divis Lab, JK Tyres and others in focus","Infosys, SBI, Britannia Industries, Titan, Divis Lab, JK Tyres, Ambuja Cements, Tamilnad Mercantile Bank will be some of the stocks in focus on Monday, August 5, 2024. 
",08/17/2024
Israel stocks plunge on global market selloff and Iran threat,"The benchmark TA-35 stock index fell as much as 2.7%, the most in a week, before slightly paring losses to be down about 2.5% at shortly before 1 p.m. local time. The Tel Aviv Stock Exchange is closed Friday and Saturday. 
",08/17/2024
DEE Development Engineers bags 2 orders worth Rs 14 crore,"Both orders are related to the supply of pre-fabricated carbon and stainless-steel piping components 
",08/17/2024
Broader indices outperformance continues; 56 smallcaps rise between 10-32%,"The short-term trend of Nifty is down, but the near-term uptrend status of the market is intact. There is a possibility of some more weakness in the coming sessions, says Nagaraj Shetti, Senior Technical Research Analyst at HDFC Securities. 
",08/17/2024
Gland Pharma's Hyderabad facility gets 3 form 483 observations from USFDA,"This is the second surprise inspection the USFDA has carried out in a week. 
",08/17/2024
Market hits fresh record high but snaps 8-week gaining streak,"Among sectors, Nifty IT and Realty down 3 percent each, Nifty Auto index shed 2 percent, Nifty FMCG index fell 1.6 percent and Nifty PSU Bank and Metal indices down 1 percent each. 
",08/17/2024
How to select right strike price in Options trading: Shubham Agarwal,"Shubham Agarwal explains how to select right strike price in Options trading via method of omission in 3 easy steps. 
",08/17/2024
Bulk deals: ICICI Prudential MF buys 10.7 lakh shares in Newteb Tech India,"Nomura India Investment Fund Mother Fund bought 5.9 lakh shares in Genus Power for an average price of Rs 346.5 per share. 
",08/17/2024
"There is a demand and supply mismatch in securities, says Sebi's Ananth Narayan","Narayan said that trading in index options – specifically close to expiry - resembles a slot machine in a casino, with individuals putting coins into the machine, hoping to hit the jackpot. 
",08/17/2024
"Technical View: Nifty snaps 5-day winning streak, ends near 24,700; Bank Nifty continues to underperform","Among sectors, except pharma, and healthcare, all other indices ended in the red with auto, energy, PSU Bank, IT, metal and realty indices trading 1-3 percent lower. 
",08/17/2024
Sebi nudge ensures IPO-bound firms come clean on list of promoters,"Merchant bankers and lawyers who are active in the primary market say that heightened focus on disclosures by the regulator and bourses have ensured that entities that either have a controlling stake or have sufficient influence in terms of control – direct or indirect – are included in the list of promoters. 
",08/17/2024
"Sensex, Nifty break 5-day bull run, end lower as investors chase to book profits","Analysts predict that market consolidation is likely due to high valuations, but they expect heavyweight stocks to continue the bull run 
",08/17/2024
"Nifty, Sensex tumble on weak global cues; Realty, Autos big drags| Zomato zooms| Closing Bell","Nifty, Sensex down over a percent. Benchmarks underperform broader markets. Rs 5 lakh cr wiped out from market cap. Sensex, Nifty tumble on weak global cues. India VIX jumps over 10% (nearing 15 levels). NSE advance decline ratio at almost 2:3. Realty, Autos, metals and IT among top drags 
Pharma sole sectoral gainer. Join Yatin Mota and Nandita Khemka as they dive into the key stocks currently on their radar.
#stockmarket, #sharemarket #nifty #sensex #marketclosing 
",08/17/2024
Composite issue... there was one recently in the SME segment,"None other than Sebi chairperson Madhabi Puri Buch has brought to the fore the concept of a composite issue, which was always present in the regulatory framework of the Indian stock market but has rarely been used. 
",08/17/2024
Bikaji Foods soar 8% to climb new peak; should you buy?,"Bikaji’s execution in the high-growth packaged snacks industry remains ahead of its listed peers, according to JM Financial. Hence it believes premium valuations will sustain 
",08/17/2024
Buy ICICI Bank; target of Rs 1430: KR Choksey,"KR Choksey is bullish on ICICI Bank has recommended buy rating on the stock with a target price of Rs 1430 in its research report dated August 02, 2024. 
",08/17/2024
Buy Bajaj Finserv; target of Rs 1935: KR Choksey,"KR Choksey is bullish on Bajaj Finserv has recommended buy rating on the stock with a target price of Rs 1935 in its research report dated August 02, 2024. 
",08/17/2024
A mixed trip for the automotive sector in July,"Tractors and two-wheelers saw momentum, while other segments remained subdued 
",08/17/2024
"Mid-day Mood | Sensex, Nifty record run takes a break amid broad-based selloff","Investors chased to book profits across counters, with broader indices BSE Midcap and Smallcap drowing in red for the second straight day 
",08/17/2024
Buy Aster DM Healthcare; target of Rs 400: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on Aster DM Healthcare has recommended buy rating on the stock with a target price of Rs 400 in its research report dated August 01, 2024. 
",08/17/2024
Buy Sun Pharmaceutical Industries; target of Rs 1885: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on Sun Pharmaceutical Industries has recommended buy rating on the stock with a target price of Rs 1885 in its research report dated August 01, 2024. 
",08/17/2024
Buy Mahindra and Mahindra; target of Rs 3330: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on Mahindra and Mahindra has recommended buy rating on the stock with a target price of Rs 3330 in its research report dated August 01, 2024. 
",08/17/2024
Accumulate Ambuja Cement; target of Rs 701: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Ambuja Cement with a target price of Rs 701 in its research report dated August 01, 2024. 
",08/17/2024
Accumulate Tata Steel; target of Rs 175: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Tata Steel with a target price of Rs 175 in its research report dated August 02, 2024. 
",08/17/2024
Accumulate Jindal Stainless; target of Rs 836: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Jindal Stainless with a target price of Rs 836 in its research report dated August 02, 2024. 
",08/17/2024
Accumulate ITC; target of Rs 519: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on ITC with a target price of Rs 519 in its research report dated August 01, 2024. 
",08/17/2024
Hold Dabur India; target of Rs 621: Prabhudas Lilladher,"Prabhudas Lilladher recommended hold rating on Dabur India with a target price of Rs 621 in its research report dated August 01, 2024. 
",08/17/2024
Hold Emami; target of Rs 831: Prabhudas Lilladher,"Prabhudas Lilladher recommended hold rating on Emami with a target price of Rs 831 in its research report dated August 01, 2024. 
",08/17/2024
Hold Clean Science and Technology; target of Rs 1516: Prabhudas Lilladher,"Prabhudas Lilladher recommended hold rating on Clean Science and Technology with a target price of Rs 1516 in its research report dated August 02, 2024. 
",08/17/2024
Reduce BHEL; target of Rs 264: Prabhudas Lilladher,"Prabhudas Lilladher recommended reduce rating on BHEL with a target price of Rs 264 in its research report dated August 01, 2024. 
",08/17/2024
Suzlon Energy stock gains 3% to hit near 52-week high; should you buy the multibagger?,"Gradual building of momentum for higher execution, healthy order book, more healthy bid pipeline, strengthening of balance sheet and the organisation are driving Suzlon for the next-level of growth, according to JM Financial. 
",08/17/2024
Morepen Labs launches Rs 250 crore QIP with greenshoe option,"The indicative price of the issue is Rs 54.37 per share. Motilal Oswal is the banker to the issue, it is learnt. 
",08/17/2024
Tata Motors Q1 FY25: A muted quarter with a bumpy road ahead,"JLR faces a rough ride, while the domestic business outlook is a tad uncertain 
",08/17/2024
"Dabur: A sequential pick-up in demand, led by rural recovery","Healthy rural demand trends and normal monsoon will aid growth 
",08/17/2024
Accumulate Navin Fluorine International; target of Rs 4144: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Navin Fluorine International with a target price of Rs 4144 in its research report dated July 31, 2024. 
",08/17/2024
Accumulate Kalpataru Projects International; target of Rs 1413: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Kalpataru Projects International with a target price of Rs 1413 in its research report dated July 31, 2024. 
",08/17/2024
"Accumulate Apar Industries; target of Rs 10,399: Prabhudas Lilladher","Prabhudas Lilladher recommended accumulate rating on Apar Industries with a target price of Rs 10,399 in its research report dated July 31, 2024. 
",08/17/2024
Accumulate Avenue Supermarts; target of Rs 5104: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Avenue Supermarts with a target price of Rs 5104 in its research report dated July 30, 2024. 
",08/17/2024
"Accumulate Voltamp Transformers; target of Rs 14,922: Prabhudas Lilladher","Prabhudas Lilladher recommended accumulate rating on Voltamp Transformers with a target price of Rs 14,922 in its research report dated July 30, 2024. 
",08/17/2024
Tata Steel: Uninspiring Q1 FY25 prompts revision of risk-reward opportunity,"As global steel demand remains muted, excess cheap Chinese imports remain a concern. 
",08/17/2024
"Zomato stock zooms 19% to record high after robust Q1 results, m-cap tops Rs 2.5 lakh crore","Zomato stock has zoomed 105 percent YTD, more then doubling investors' money. In comparison, benchmark Nifty 50 rose 14 percent during this period. 
",08/17/2024
Brokerages go neutral over Sun Pharma as uncertainty looms over Leqselvi launch,"Leqselvi secured approval from the US regulator last week, but its launch timeline has been muddled by a preliminary injunction filed by US pharmaceutical company Incyte, which alleges patent infringement. 
",08/17/2024
Accumulate Alicon Castalloy; target of Rs 1765: Mehta Equities,"Mehta Equities recommended accumulate rating on Alicon Castalloy with a target price of Rs 1765 in its research report dated July 31, 2024. 
",08/17/2024
Retail inflows cross Rs 1 lakh crore mark in 2024; MFs pump in Rs 2 lakh crore,"In the current calendar year till date, retail investors have already put in more than Rs 1 lakh crore in stocks, according to NSE data. Further, mutual funds have already surpassed Rs 2 lakh crore in investments in Indian equities this year, according to data from NSDL. 
",08/17/2024
Tata Motors falls 4% amid global demand concerns; brokerages remain bullish,"Brokerages were largely optimistic about the automaker, with the CV segment and Jaguar Land Rover (JLR) surpassing market expectations 
",08/17/2024
"Agri Picks Report August 02, 2024: Geojit Financial Services","According to Geojit, Rainfall over India is likely to be above normal in the second half of the Jun-Sep monsoon season as La Nina conditions are expected to set in by the end of August, the India Meteorological Department said. 
",08/17/2024
"Live: Can Nifty defend 25,000 amid global selloff? Ola Electric IPO opens | Opening Bell","Indian equity market opened with a gap-up above the 25,000 milestone. Despite gradually losing momentum, the Nifty50 index concluded the session on a positive note, managing to settle above the 25,000 mark for the first time. However, the market breadth remains restrained, with limited support from the bulls, indicating a sign of timidity. From a technical standpoint, for Nifty, 24,800 remains the crucial support zone, where buying is anticipated to emerge, followed by the sacrosanct support of the 24,600-24,500 zone. On the higher end, as per experts, 25,080-25,100 appears to be an intermediate obstacle. However, this morning global cues are extremely weak with Nasdaq tumbling over 2% overnight and Nikkei clocking deep cuts of ove 5%. The GIFT Nifty is also hinting at a negative start for the Indian market. Among stocks in focus, watch out for Tata Motors, ITC, Eicher, Hero Moto, Titan & Britannia. Meanwhile Ola Electric IPO opens for subscription. Catch Nandita Khemka in conversation with Raja Venkatraman, Co-Founder, NeoTrader 
",08/17/2024
Zomato dishes out tasty earnings numbers helped by quick commerce,"Q-commerce potential, market leadership, and other factors to help sustain rapid growth going forward 
",08/17/2024
Netweb Tech sees Rs 459 cr block deal as promoters likely sell stake,"The four promoters collectively owned 74.75 percent of Netweb Technologies. Sanjay Lodha held the largest share at 29.9 percent, while Navin Lodha, Vivek Lodha, and Niraj Lodha each held 14.95 percent. 
",08/17/2024
"ITC: Healthy growth, but margin contracts on input cost escalation","New capex to provide fillip to growth businesses 
",08/17/2024
First Tick: Top 10 global cues for today’s trade,"The GIFT Nifty is indicating a weak start for the day. 
",08/17/2024
"Closing Bell: Nifty below 24,750, Sensex plunges 886 pts; auto, IT, realty top drag","Among sectors, except pharma, and healthcare, all other indices ended in the red with auto, energy, PSU Bank, IT, metal and realty down 1-3 percent. 
",08/17/2024
"Trading Plan: Can Nifty sustain above the 25,000 mark and continue its bull rally?","Nifty 24800 remains the crucial support zone with anticipation of buying emergence, followed by the sacrosanct support of 24600-24500 zone. 
",08/17/2024
Trade setup for Friday: Top 15 things to know before the opening bell,"Stocks in F&O ban in today's trade are IndiaCem, Indiamart, Birlasoft, GNFC, Granules and RBL Bank. 
",08/17/2024
"Tata Motors expects muted global demand, positive on domestic sales during festive season","""Our strategy includes expanding our market share by introducing new models and proactively growing the EV market share"", the management said. 
",08/17/2024
"Stock Radar : Kalyan Jewellers, ITC, Tata Motors, Aditya Birla Capital, Adani Enterprises, in focus","Kalyan Jewellers, ITC, Tata Motors, Aditya Birla Capital, Adani Enterprises, Godrej Agrovet, Maruti Suzuki, KP Green Energy, IIFL Securities, Zomato, in focus. 
",08/17/2024
Bulk deals : SBI MF buys 2.84% stake in AMI Organics,"Plutus Wealth Management sold a 2.44  percent stake in AMI Organics for an average price of Rs 1350 per share. 
",08/17/2024
"FIIs net buy shares worth Rs 2,089 crore, DIIs net sell shares worth Rs 337 crore","FIIs purchased Rs 17,860 crore in shares and offloaded equities worth Rs 15,771 crore during the trading session. Meanwhile, DIIs bought Rs 13,956 crore worth of shares and sold shares worth Rs 14,293  crore. 
",08/17/2024
MC Exclusive: SME IPO merchant banking firm under Sebi scanner,"Sebi ordered an inspection of Corporate Capital Ventures and probed the operations and activities of the entity and its directors for the period between August 2022 and June 2024. 
",08/17/2024
"Nifty closes above 25,000, Sensex ends higher as energy stocks soar","Nifty Energy index was the brightest spark after rallying 2 percent backed by gains in Power Grid Corp, Coal India, NTPC, and Adani Energy Solutions. 
",08/17/2024
"Nifty hits 25,000 milestone for the first time, autos, Dabur in focus | Closing Bell","Nifty scales 25,000 in third-fastest 1,000-point rally on record. Latest 1,000-point rally has taken 24 trading sessions. Nifty is now up nearly 4,000 points from the June 4 low. Top contributors to 1000-pt rally - Infosys, HCLTech & ITC. ONGC, HDFC Life and SBI Life top gainers in this 1000-pt rally. Join Yatin Mota and Nandita Khemka as they dive into the key stocks currently on their radar. 
",08/17/2024
Accumulate City Union Bank; target of Rs 185: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on City Union Bank with a target price of Rs 185 in its research report dated July 29, 2024. 
",08/17/2024
Accumulate Fine Organic Industries; target of Rs 6172: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Fine Organic Industries with a target price of Rs 6172 in its research report dated July 31, 2024. 
",08/17/2024
Reduce GAIL (India); target of Rs 211: Prabhudas Lilladher,"Prabhudas Lilladher recommended reduce rating on GAIL (India) with a target price of Rs 211 in its research report dated July 31, 2024. 
",08/17/2024
Aster DM stock soars 8% on stellar Q1 earnings show,"Aster DM reported its highest ever revenue in Q1 FY25, driven by higher ARPoBs and improved occupancy. The company also aims to expand its bed capacity to over 6,500 beds by FY27. 
",08/17/2024
Reduce Colgate Palmolive; target of Rs 2743: Prabhudas Lilladher,"Prabhudas Lilladher recommended reduce rating on Colgate Palmolive with a target price of Rs 2743 in its research report dated July 29, 2024. 
",08/17/2024
Reduce Kansai Nerolac Paints; target of Rs 284: Prabhudas Lilladher,"Prabhudas Lilladher recommended reduce rating on Kansai Nerolac Paints with a target price of Rs 284 in its research report dated July 31, 2024. 
",08/17/2024
Hold Exide Industries; target of Rs 559: Prabhudas Lilladher,"Prabhudas Lilladher recommended hold rating on Exide Industries with a target price of Rs 559 in its research report dated July 30, 2024. 
",08/17/2024
Hold Zee Entertainment Enterprises; target of Rs 157: Prabhudas Lilladher,"Prabhudas Lilladher recommended hold rating on Zee Entertainment Enterprises with a target price of Rs 157 in its research report dated August 01, 2024. 
",08/17/2024
Hold KEC International; target of Rs 880: Prabhudas Lilladher,"Prabhudas Lilladher recommended hold rating on KEC International with a target price of Rs 880 in its research report dated July 30, 2024. 
",08/17/2024
Buy ACC; target of Rs 3707: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on ACC has recommended buy rating on the stock with a target price of Rs 3707 in its research report dated July 30, 2024. 
",08/17/2024
"Dabur India Q1 net higher by 7.8 percent at Rs 500 crore, domestic volume growth at 5.2 percent","Dabur India's margins came in marginally higher at 19.6 percent as against 19.3 percent a year ago. 
",08/17/2024
Buy R R Kabel; target of Rs 2066: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on R R Kabel has recommended buy rating on the stock with a target price of Rs 2066 in its research report dated July 31, 2024. 
",08/17/2024
Buy Tanla Platforms; target of Rs 1198: Geojit,"Geojit is bullish on Tanla Platforms has recommended buy rating on the stock with a target price of Rs 1198 in its research report dated July 31, 2024. 
",08/17/2024
Buy Sagar Cements; target of Rs 299: Geojit,"Geojit is bullish on Sagar Cements has recommended buy rating on the stock with a target price of Rs 299 in its research report dated July 31, 2024. 
",08/17/2024
Buy CreditAccess Grameen; target of Rs 1565: Geojit,"Geojit is bullish on CreditAccess Grameen has recommended buy rating on the stock with a target price of Rs 1565 in its research report dated July 31, 2024. 
",08/17/2024
Buy Axis Bank; target of Rs 1349: Geojit,"Geojit is bullish on Axis Bank has recommended buy rating on the stock with a target price of Rs 1349 in its research report dated July 31, 2024. 
",08/17/2024
Buy Varun Beverages; target of Rs 1850: Motilal Oswal,"Motilal Oswal is bullish on Varun Beverages has recommended buy rating on the stock with a target price of Rs 1850 in its research report dated July 30, 2024. 
",08/17/2024
Buy Bank of Baroda; target of Rs 300: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on Bank of Baroda has recommended buy rating on the stock with a target price of Rs 300 in its research report dated August 01, 2024. 
",08/17/2024
Buy Tata Consumer Products; target of Rs 1380: Motilal Oswal,"Motilal Oswal is bullish on Tata Consumer Products has recommended buy rating on the stock with a target price of Rs 1380 in its research report dated July 30, 2024. 
",08/17/2024
Buy Sapphire Foods; target of Rs 1850: Motilal Oswal,"Motilal Oswal is bullish on Sapphire Foods has recommended buy rating on the stock with a target price of Rs 1850 in its research report dated July 31, 2024. 
",08/17/2024
Buy IndiaMART; target of Rs 3800: Motilal Oswal,"Motilal Oswal is bullish on IndiaMART has recommended buy rating on the stock with a target price of Rs 3800 in its research report dated July 31, 2024. 
",08/17/2024
Buy Granules India; target of Rs 680: Motilal Oswal,"Motilal Oswal is bullish on Granules India has recommended buy rating on the stock with a target price of Rs 680 in its research report dated July 31, 2024. 
",08/17/2024
