Title,Description
"Govt hikes windfall tax on crude oil to Rs 6,000 per tonne from Rs 3,250","The Indian government has raised the windfall tax on petroleum crude to 6,000 rupees ($71.91) per metric ton from 3,250 rupees, with effect from July 2, according to a notification issued on Monday 
"
"Economy humming in Q1FY25, shows data","GST mop up 10 percent higher, coal production 10.6 percent higher and manufacturing PMI at 58.2 in the first quarter 
"
GST collections rise nearly 8% YoY to Rs 1.74 lakh crore in June: Sources,"The collections totalled Rs 5.57 lakh crore in the first quarter of the year, averaging Rs 1.86 lakh crore per month, said sources 
"
Surge in e-way bills generation suggests robust economic growth: FinMin,"The goods and services tax regime completed seven years on July 1 and the ministry posted a series of posts highlighting “reduction in compliance burden” for various taxpayers 
"
India panel urges drug regulator to approve Lilly's obesity drug Mounjaro," 
"
UPI transactions value in June stays above Rs 20 lakh crore for the second month running,"Average transaction volume higher than the previous month 
"
Moneycontrol Pro Panorama | China’s shadow on global manufacturing refuses to shorten,"In today’s edition of Pro Panorama: New Budget’s priorities, China hand in inflation, rains playing a cat and mouse game, road ahead for Indian bonds, and more 
"
7 years of GST: A revenue boost for Centre and States,"A data analysis shows that GST has led to increased revenue buoyancy for the centre and states. States have witnessed a jump of nearly 3 percentage points in own tax revenue ratio from pre-GST era. Experts say that GST 2.0 should now focus on further rationalization of rates and removal of input tax credit restrictions 
"
Foreign investors left stranded in Evergrande’s web of Chinese debt,"Overseas bondholders have discovered to their cost that they have little recourse in the Chinese system when boom turns to bust 
"
What's the macro impact of India’s debut on global bond index?,"The inclusion of IGBs in JP Morgan index will increase foreign exposure, leading to the government being more fiscally prudent, and lower the government’s borrowing costs 
"
Manufacturing activity rises to 58.3 in June,"Employment levels rise at the fastest pace in over 19 years, as demand pushes new orders and output 
"
Falling prices of Chinese exports have helped inflation come down in India,"The Bank for International Settlements says China’s export drive has acted as a global disinflationary force for importing countries, with India being among the biggest beneficiaries 
"
Can the global tax deal shrug off inertia and move ahead?,"In the absence of an agreement on Pillar 1, India and the US maintain the status quo on DST, deepening uncertainties for MNCs 
"
Revised system for GDP estimate to be in place by early 2026,"A new base year and methodology of calculation implies that India will be able to track changes in the economy more closely 
"
"GST simplified compliance, improved tax buoyancy; fake ITC generation still a challenge","In 2023, the Directorate of GST Intelligence (DGGI) detected tax evasion of more than Rs 1.98 lakh crore and arrested 140 masterminds who were involved in defrauding the exchequer 
"
Govt developing a national indicator to measure extreme poverty,"At present, there is no indicator to measure the progress achieved in eradicating extreme poverty, currently defined as people living on less than $1.25 per day. 
"
"Steel, trade ministries in talks over rising Chinese imports, says source","India turned net steel importer in the fiscal year that ended in March and the trend continues with its finished steel imports scaling a five-year high in April and May, according to provisional government data 
"
